date,pnl
2020-01-02 00:00:00+00:00,0.0027208
2020-01-03 00:00:00+00:00,-0.001366167
2020-01-06 00:00:00+00:00,-0.000309338
2020-01-07 00:00:00+00:00,-0.00618082
2020-01-08 00:00:00+00:00,0.005355309
2020-01-09 00:00:00+00:00,0.016328846
2020-01-10 00:00:00+00:00,0.011599211
2020-01-13 00:00:00+00:00,0.021567796
2020-01-14 00:00:00+00:00,0.014371113
2020-01-15 00:00:00+00:00,0.020693183
2020-01-16 00:00:00+00:00,0.038995784
2020-01-17 00:00:00+00:00,0.043553654
2020-01-21 00:00:00+00:00,0.039808746
2020-01-22 00:00:00+00:00,0.035587769
2020-01-23 00:00:00+00:00,0.041560249
2020-01-24 00:00:00+00:00,0.031486706
2020-01-27 00:00:00+00:00,0.014776779
2020-01-28 00:00:00+00:00,0.031597798
2020-01-29 00:00:00+00:00,0.046532552
2020-01-30 00:00:00+00:00,0.074688636
2020-01-31 00:00:00+00:00,0.062113783
2020-02-03 00:00:00+00:00,0.086267609
2020-02-04 00:00:00+00:00,0.115139476
2020-02-05 00:00:00+00:00,0.113802666
2020-02-06 00:00:00+00:00,0.134534539
2020-02-07 00:00:00+00:00,0.135881545
2020-02-10 00:00:00+00:00,0.162009474
2020-02-11 00:00:00+00:00,0.141109199
2020-02-12 00:00:00+00:00,0.142493836
2020-02-13 00:00:00+00:00,0.137778513
2020-02-14 00:00:00+00:00,0.146540876
2020-02-18 00:00:00+00:00,0.155814671
2020-02-19 00:00:00+00:00,0.158733765
2020-02-20 00:00:00+00:00,0.145627163
2020-02-21 00:00:00+00:00,0.113869225
2020-02-24 00:00:00+00:00,0.077410652
2020-02-25 00:00:00+00:00,0.060867657
2020-02-26 00:00:00+00:00,0.073347426
2020-02-27 00:00:00+00:00,0.009474129
2020-02-28 00:00:00+00:00,0.033551687
2020-03-02 00:00:00+00:00,0.089689489
2020-03-03 00:00:00+00:00,0.041670713
2020-03-04 00:00:00+00:00,0.074438251
2020-03-05 00:00:00+00:00,0.049246375
2020-03-06 00:00:00+00:00,0.025288842
2020-03-09 00:00:00+00:00,-0.042335989
2020-03-10 00:00:00+00:00,0.025941358
2020-03-11 00:00:00+00:00,-0.019296672
2020-03-12 00:00:00+00:00,-0.111781183
2020-03-13 00:00:00+00:00,0.030228387
2020-03-16 00:00:00+00:00,-0.117044836
2020-03-17 00:00:00+00:00,-0.047855396
2020-03-18 00:00:00+00:00,-0.090040861
2020-03-19 00:00:00+00:00,-0.073608499
2020-03-20 00:00:00+00:00,-0.105315906
2020-03-23 00:00:00+00:00,-0.115375594
2020-03-24 00:00:00+00:00,-0.024565273
2020-03-25 00:00:00+00:00,-0.034130325
2020-03-26 00:00:00+00:00,0.018339031
2020-03-27 00:00:00+00:00,-0.022839152
2020-03-30 00:00:00+00:00,0.047454565
2020-03-31 00:00:00+00:00,0.03173705
2020-04-01 00:00:00+00:00,-0.003748592
2020-04-02 00:00:00+00:00,0.01694651
2020-04-03 00:00:00+00:00,0.009050621
2020-04-06 00:00:00+00:00,0.077157129
2020-04-07 00:00:00+00:00,0.066319707
2020-04-08 00:00:00+00:00,0.075759579
2020-04-09 00:00:00+00:00,0.075767132
2020-04-13 00:00:00+00:00,0.07794477
2020-04-14 00:00:00+00:00,0.127401514
2020-04-15 00:00:00+00:00,0.116985805
2020-04-16 00:00:00+00:00,0.141838251
2020-04-17 00:00:00+00:00,0.14763689
2020-04-20 00:00:00+00:00,0.130828102
2020-04-21 00:00:00+00:00,0.089378826
2020-04-22 00:00:00+00:00,0.117941324
2020-04-23 00:00:00+00:00,0.105704365
2020-04-24 00:00:00+00:00,0.123944489
2020-04-27 00:00:00+00:00,0.121082889
2020-04-28 00:00:00+00:00,0.096747124
2020-04-29 00:00:00+00:00,0.141573377
2020-04-30 00:00:00+00:00,0.151595584
2020-05-01 00:00:00+00:00,0.129760264
2020-05-04 00:00:00+00:00,0.153933295
2020-05-05 00:00:00+00:00,0.162724074
2020-05-06 00:00:00+00:00,0.171151277
2020-05-07 00:00:00+00:00,0.176483403
2020-05-08 00:00:00+00:00,0.182291429
2020-05-11 00:00:00+00:00,0.191919482
2020-05-12 00:00:00+00:00,0.169169362
2020-05-13 00:00:00+00:00,0.154863828
2020-05-14 00:00:00+00:00,0.159143903
2020-05-15 00:00:00+00:00,0.171187133
2020-05-18 00:00:00+00:00,0.180573666
2020-05-19 00:00:00+00:00,0.174618775
2020-05-20 00:00:00+00:00,0.188303328
2020-05-21 00:00:00+00:00,0.178098144
2020-05-22 00:00:00+00:00,0.178408634
2020-05-26 00:00:00+00:00,0.168103198
2020-05-27 00:00:00+00:00,0.169384172
2020-05-28 00:00:00+00:00,0.167332868
2020-05-29 00:00:00+00:00,0.177365125
2020-06-01 00:00:00+00:00,0.175073774
2020-06-02 00:00:00+00:00,0.18444207
2020-06-03 00:00:00+00:00,0.186712944
2020-06-04 00:00:00+00:00,0.173567197
2020-06-05 00:00:00+00:00,0.192971511
2020-06-08 00:00:00+00:00,0.199003912
2020-06-09 00:00:00+00:00,0.205784906
2020-06-10 00:00:00+00:00,0.242729305
2020-06-11 00:00:00+00:00,0.189094652
2020-06-12 00:00:00+00:00,0.196976436
2020-06-15 00:00:00+00:00,0.202153987
2020-06-16 00:00:00+00:00,0.226494975
2020-06-17 00:00:00+00:00,0.229227486
2020-06-18 00:00:00+00:00,0.239765674
2020-06-19 00:00:00+00:00,0.233809605
2020-06-22 00:00:00+00:00,0.26133063
2020-06-23 00:00:00+00:00,0.268000815
2020-06-24 00:00:00+00:00,0.24976264
2020-06-25 00:00:00+00:00,0.262289136
2020-06-26 00:00:00+00:00,0.24539007
2020-06-29 00:00:00+00:00,0.255934316
2020-06-30 00:00:00+00:00,0.277070244
2020-07-01 00:00:00+00:00,0.28252075
2020-07-02 00:00:00+00:00,0.290090498
2020-07-06 00:00:00+00:00,0.307922311
2020-07-07 00:00:00+00:00,0.296134454
2020-07-08 00:00:00+00:00,0.317222846
2020-07-09 00:00:00+00:00,0.324181147
2020-07-10 00:00:00+00:00,0.321484368
2020-07-13 00:00:00+00:00,0.29046143
2020-07-14 00:00:00+00:00,0.295457521
2020-07-15 00:00:00+00:00,0.293808647
2020-07-16 00:00:00+00:00,0.27712177
2020-07-17 00:00:00+00:00,0.271879738
2020-07-20 00:00:00+00:00,0.314819453
2020-07-21 00:00:00+00:00,0.301362011
2020-07-22 00:00:00+00:00,0.313198985
2020-07-23 00:00:00+00:00,0.279232774
2020-07-24 00:00:00+00:00,0.273347146
2020-07-27 00:00:00+00:00,0.285812497
2020-07-28 00:00:00+00:00,0.276825147
2020-07-29 00:00:00+00:00,0.286921831
2020-07-30 00:00:00+00:00,0.286137857
2020-07-31 00:00:00+00:00,0.290835979
2020-08-03 00:00:00+00:00,0.346906418
2020-08-04 00:00:00+00:00,0.331910302
2020-08-05 00:00:00+00:00,0.330343924
2020-08-06 00:00:00+00:00,0.346228815
2020-08-07 00:00:00+00:00,0.328383025
2020-08-10 00:00:00+00:00,0.308490532
2020-08-11 00:00:00+00:00,0.285125522
2020-08-12 00:00:00+00:00,0.308848365
2020-08-13 00:00:00+00:00,0.306349561
2020-08-14 00:00:00+00:00,0.307306961
2020-08-17 00:00:00+00:00,0.313907082
2020-08-18 00:00:00+00:00,0.319047652
2020-08-19 00:00:00+00:00,0.312892352
2020-08-20 00:00:00+00:00,0.332180745
2020-08-21 00:00:00+00:00,0.324991485
2020-08-24 00:00:00+00:00,0.3281046
2020-08-25 00:00:00+00:00,0.340936071
2020-08-26 00:00:00+00:00,0.362520115
2020-08-27 00:00:00+00:00,0.382841898
2020-08-28 00:00:00+00:00,0.392960837
2020-08-31 00:00:00+00:00,0.379220063
2020-09-01 00:00:00+00:00,0.386852453
2020-09-02 00:00:00+00:00,0.4061047
2020-09-03 00:00:00+00:00,0.344220663
2020-09-04 00:00:00+00:00,0.330199894
2020-09-08 00:00:00+00:00,0.284929926
2020-09-09 00:00:00+00:00,0.326910112
2020-09-10 00:00:00+00:00,0.298927582
2020-09-11 00:00:00+00:00,0.292621347
2020-09-14 00:00:00+00:00,0.299344415
2020-09-15 00:00:00+00:00,0.31289981
2020-09-16 00:00:00+00:00,0.294884357
2020-09-17 00:00:00+00:00,0.286001611
2020-09-18 00:00:00+00:00,0.273443686
2020-09-21 00:00:00+00:00,0.284168322
2020-09-22 00:00:00+00:00,0.304143474
2020-09-23 00:00:00+00:00,0.27126102
2020-09-24 00:00:00+00:00,0.281845846
2020-09-25 00:00:00+00:00,0.302117146
2020-09-28 00:00:00+00:00,0.309797693
2020-09-29 00:00:00+00:00,0.300957564
2020-09-30 00:00:00+00:00,0.315563174
2020-10-01 00:00:00+00:00,0.325678847
2020-10-02 00:00:00+00:00,0.296195345
2020-10-05 00:00:00+00:00,0.312975925
2020-10-06 00:00:00+00:00,0.291583372
2020-10-07 00:00:00+00:00,0.308217262
2020-10-08 00:00:00+00:00,0.31150712
2020-10-09 00:00:00+00:00,0.336246874
2020-10-12 00:00:00+00:00,0.357646317
2020-10-13 00:00:00+00:00,0.363767811
2020-10-14 00:00:00+00:00,0.354752554
2020-10-15 00:00:00+00:00,0.350066892
2020-10-16 00:00:00+00:00,0.350050205
2020-10-19 00:00:00+00:00,0.325142702
2020-10-20 00:00:00+00:00,0.326823241
2020-10-21 00:00:00+00:00,0.327414106
2020-10-22 00:00:00+00:00,0.32783249
2020-10-23 00:00:00+00:00,0.334022673
2020-10-26 00:00:00+00:00,0.305616862
2020-10-27 00:00:00+00:00,0.317997401
2020-10-28 00:00:00+00:00,0.268289394
2020-10-29 00:00:00+00:00,0.277332119
2020-10-30 00:00:00+00:00,0.266262041
2020-11-02 00:00:00+00:00,0.265571141
2020-11-03 00:00:00+00:00,0.282251929
2020-11-04 00:00:00+00:00,0.330299082
2020-11-05 00:00:00+00:00,0.356634429
2020-11-06 00:00:00+00:00,0.358289153
2020-11-09 00:00:00+00:00,0.334390829
2020-11-10 00:00:00+00:00,0.302482951
2020-11-11 00:00:00+00:00,0.328674613
2020-11-12 00:00:00+00:00,0.324246079
2020-11-13 00:00:00+00:00,0.329039951
2020-11-16 00:00:00+00:00,0.331633148
2020-11-17 00:00:00+00:00,0.318734598
2020-11-18 00:00:00+00:00,0.307628315
2020-11-19 00:00:00+00:00,0.313785648
2020-11-20 00:00:00+00:00,0.304578436
2020-11-23 00:00:00+00:00,0.303207519
2020-11-24 00:00:00+00:00,0.318349457
2020-11-25 00:00:00+00:00,0.318255916
2020-11-27 00:00:00+00:00,0.324609398
2020-11-30 00:00:00+00:00,0.319966633
2020-12-01 00:00:00+00:00,0.329702433
2020-12-02 00:00:00+00:00,0.326181879
2020-12-03 00:00:00+00:00,0.321897861
2020-12-04 00:00:00+00:00,0.322272597
2020-12-07 00:00:00+00:00,0.321841975
2020-12-08 00:00:00+00:00,0.329463792
2020-12-09 00:00:00+00:00,0.309950973
2020-12-10 00:00:00+00:00,0.304479835
2020-12-11 00:00:00+00:00,0.317371064
2020-12-14 00:00:00+00:00,0.32177567
2020-12-15 00:00:00+00:00,0.321335558
2020-12-16 00:00:00+00:00,0.345202914
2020-12-17 00:00:00+00:00,0.345564455
2020-12-18 00:00:00+00:00,0.341807283
2020-12-21 00:00:00+00:00,0.360062634
2020-12-22 00:00:00+00:00,0.36493355
2020-12-23 00:00:00+00:00,0.351735187
2020-12-24 00:00:00+00:00,0.358065951
2020-12-28 00:00:00+00:00,0.367812888
2020-12-29 00:00:00+00:00,0.36450486
2020-12-30 00:00:00+00:00,0.353382509
