,index,Datetime,Open,High,Low,Adj_Close,Volume,mvAverageStrategy_T1,mvAverageStrategy_T2,trading_signal,liquidatePosition,deltacal,Stock_BUY_Sell,Position,Realised_PNL,MTM,AvgPrc
1970-01-01 00:00:00.000000021,1843,2022-01-14 15:21:00+05:30,1928.4000244140625,1929.0,1927.300048828125,1928.0,26246.0,,,,,,,,0.0,,
1970-01-01 00:00:00.000000022,1844,2022-01-14 15:22:00+05:30,1928.0,1928.0,1926.6500244140625,1926.800048828125,22698.0,,,,,,,,,,
1970-01-01 00:00:00.000000023,1845,2022-01-14 15:23:00+05:30,1926.800048828125,1928.0,1926.0,1927.0,33856.0,,,,,,,,,,
1970-01-01 00:00:00.000000024,1846,2022-01-14 15:24:00+05:30,1926.9000244140625,1928.0,1926.800048828125,1927.949951171875,23004.0,,,,,,,,,,
1970-01-01 00:00:00.000000025,1847,2022-01-14 15:25:00+05:30,1927.949951171875,1927.949951171875,1927.050048828125,1927.1500244140625,19860.0,,,,,,,,,,
1970-01-01 00:00:00.000000026,1848,2022-01-14 15:26:00+05:30,1927.449951171875,1928.0,1927.0999755859375,1927.9000244140625,16197.0,,,,,,,,,,
1970-01-01 00:00:00.000000027,1849,2022-01-14 15:27:00+05:30,1927.9000244140625,1928.699951171875,1927.050048828125,1927.5999755859375,25482.0,,,,,,,,,,
1970-01-01 00:00:00.000000028,1850,2022-01-14 15:28:00+05:30,1927.449951171875,1927.949951171875,1926.0,1926.5,17121.0,1927.6714390345983,1929.05,-1.0,1.0,1946.875975341797,-300.0,,,,
